"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 11월 24일","0.6847","0.7124","0.7257","0.6785","10.27K","-3.89%"
"2019년 11월 23일","0.7124","0.6916","0.7285","0.6846","11.83K","3.01%"
"2019년 11월 22일","0.6916","0.7092","0.7104","0.6742","11.41K","-2.48%"
"2019년 11월 21일","0.7092","0.7656","0.7685","0.6995","11.46K","-7.36%"
"2019년 11월 20일","0.7656","0.7805","0.7906","0.7618","11.95K","-1.91%"
"2019년 11월 19일","0.7805","0.8741","0.8741","0.7680","11.25K","-10.71%"
"2019년 11월 18일","0.8741","0.8047","0.8741","0.7839","14.05K","8.63%"
"2019년 11월 17일","0.8047","0.8099","0.8148","0.7939","12.33K","-0.65%"
"2019년 11월 16일","0.8099","0.7588","0.8156","0.7582","9.61K","6.73%"
"2019년 11월 15일","0.7588","0.7650","0.7900","0.7588","10.03K","-0.80%"
"2019년 11월 14일","0.7650","0.7581","0.7864","0.7512","9.44K","0.91%"
"2019년 11월 13일","0.7581","0.7684","0.7784","0.7504","12.23K","-1.34%"
"2019년 11월 12일","0.7684","0.7599","0.7800","0.7501","13.62K","1.12%"
"2019년 11월 11일","0.7599","0.7890","0.8143","0.7506","10.15K","-3.69%"
"2019년 11월 10일","0.7890","0.7735","0.8179","0.7592","10.85K","2.01%"
"2019년 11월 09일","0.7735","0.7604","0.7902","0.7543","12.64K","1.73%"
"2019년 11월 08일","0.7604","0.8284","0.8312","0.7510","11.21K","-8.22%"
"2019년 11월 07일","0.8284","0.8217","0.8383","0.7746","12.59K","0.82%"
"2019년 11월 06일","0.8217","0.8143","0.8347","0.8114","4.12K","0.92%"
"2019년 11월 05일","0.8143","0.7985","0.8168","0.7862","10.22K","1.98%"
"2019년 11월 04일","0.7985","0.8362","0.8374","0.7803","11.84K","-4.52%"
"2019년 11월 03일","0.8362","0.8104","0.8434","0.8089","10.23K","3.19%"
"2019년 11월 02일","0.8104","0.8450","0.8469","0.7859","10.15K","-4.10%"
"2019년 11월 01일","0.8450","0.8139","0.8450","0.8039","10.88K","3.83%"
"2019년 10월 31일","0.8139","0.8083","0.8300","0.7835","13.11K","0.69%"
"2019년 10월 30일","0.8083","0.8049","0.8241","0.7786","12.93K","0.43%"
"2019년 10월 29일","0.8049","0.8043","0.8349","0.7901","11.81K","0.07%"
"2019년 10월 28일","0.8043","0.8204","0.8314","0.7954","12.23K","-1.97%"
"2019년 10월 27일","0.8204","0.7852","0.8275","0.7771","11.17K","4.48%"
"2019년 10월 26일","0.7852","0.7817","0.8292","0.7653","10.85K","0.45%"
"2019년 10월 25일","0.7817","0.7401","0.7853","0.7295","10.32K","5.63%"
"2019년 10월 24일","0.7401","0.6955","0.7458","0.6862","11.58K","6.41%"
"2019년 10월 23일","0.6955","0.7882","0.7923","0.6735","10.55K","-11.77%"
"2019년 10월 22일","0.7882","0.7912","0.8144","0.7800","9.40K","-0.38%"
"2019년 10월 21일","0.7912","0.8162","0.8251","0.7827","11.87K","-3.05%"
"2019년 10월 20일","0.8162","0.8140","0.8181","0.7998","10.25K","0.27%"
